instance_id,P_LNM_yes,local_pred,PR,Platelets,CA125,Histology,p53,L1CAM,ER,Cytology,CTMRI
0,0.005059,0.006046,-0.009320610555619068,-0.019494572502357362,-0.23504288864179457,-0.006283269181659364,-0.05054471961511215,-0.011263350868241416,0.011136526935211494,-0.0027694096301162114,-0.09135371178725424
1,0.002515,-0.027227,0.019319214023214577,-0.04537046532566076,-0.21650283474827053,-0.07968664278614082,-0.06986759476076397,-0.036144846321781623,0.04629890690003816,-0.020137558981520993,-0.1332428511336717
2,0.111853,0.129737,0.03753942416147886,-0.05459922514651436,-0.20212220916287402,0.1300100186930768,-0.05448626245352497,-0.03519552133879126,0.05182877114273125,-0.00026924184871961106,-0.12423794304139808
3,0.0,-0.040889,-0.020075230262078445,-0.01723942813873499,-0.2487409798866012,-0.08436937814804654,-0.04490604277792914,0.002070009460019949,0.01965916702407462,-0.014784726249038614,-0.09606467238033467
4,0.013329,0.014778,0.02937673576152914,-0.050118279060081164,-0.22024863489432933,-0.007221098724421357,-0.05460216939897233,-0.058383689635281816,0.03292036627064786,-0.011402562640023593,-0.1616775209150489
5,0.002515,-0.018491,0.03352576875414467,-0.013197084325326826,-0.19022801966360545,-0.07600606775288815,-0.06400669706724577,-0.037735212803735714,0.03373537912148149,-0.013145319089238267,-0.10232491187922675
6,0.013329,0.017483,0.01664787987190944,-0.09727936246106138,-0.21588635816121166,-0.006985936488618256,-0.04963333413880648,-0.027269982532504535,0.027190990041467834,-0.011004931793110214,-0.12706438533883066
7,0.049047,0.197518,0.019323920177575064,-0.02400283258634764,0.22690288579619944,-0.08531959344954272,-0.05561053840913475,-0.04525694649002604,0.02520872136127918,-0.01402701792638373,-0.13414906537519322
8,0.051902,0.299183,0.021278353874072658,-0.019259001347281843,0.22603740141748804,-0.08013408987526435,-0.060973775199095366,-0.03217914789981375,0.06288386066205535,0.02040147044451919,0.09675145162955139
9,0.002515,-0.021536,0.019743831082859545,-0.00335967050751584,-0.21091605254599555,-0.08416933732472193,-0.03591663725111713,-0.035599172028881,0.04000502113827194,-0.0001481717754602376,-0.09105412623768414
10,0.087543,0.125981,0.01606670095634305,-0.052077885063771034,-0.20072609676571485,0.12982221122880902,-0.06536271902546466,-0.02709980636801773,0.02603565194002713,-0.0028671099726165676,-0.11232229800035641
11,0.013329,0.011148,0.022088798421689163,-0.02011386695810616,-0.23942969392830557,-0.01205680867274243,-0.04719815538454997,-0.042156644809926286,0.024735790937563007,-0.026273433863745914,-0.16355647568704956
12,0.002515,-0.026179,0.012274147649507898,-0.04760164401964914,-0.20969097021782565,-0.08770457955758229,-0.04966593200565203,-0.025947836689026324,0.02947168258814174,0.011256091927120198,-0.09074807475619229
13,0.182597,0.124109,-0.02482795982810504,0.011126435873111806,-0.2146555719243065,0.11957244874612145,0.053481697193721416,0.014838166066697706,-0.054453480556922076,0.011922978369851192,-0.10612050924046869
